name,age,user_city,has_car,education_level,english,studies,job,company,job_city,salary_range,contract_type
Craig Hobbs,24,Zaragoza,False,Vocational Training,False,Education,Marketing Intern,MediCare,Sevilla,€900-1100,Part-time
Ryan Tucker,18,Logroño,False,Vocational Training,False,Nursing,Nurse Assistant,GlobalBiz,Zaragoza,€1300-1500,Part-time
Thomas Banks,24,Barcelona,True,Master,True,Computer Science,Data Analyst,TechSolutions,Bilbao,€1100-1300,Full-time
Jonathan Rodriguez,20,Barcelona,False,Vocational Training,False,Marketing,Sales Assistant,GlobalBiz,Logroño,€900-1100,Full-time
Sandra Newton,19,Zaragoza,True,Master,True,Graphic Design,Electrician Assistant,GlobalBiz,Logroño,€900-1100,Full-time
Timothy Walker,23,Barcelona,False,Master,True,Law,Junior Developer,DesignHub,Bilbao,€1300-1500,Internship
Megan Dalton,24,Madrid,True,Bachelor,True,Education,Teacher Assistant,MediCare,Zaragoza,€1300-1500,Part-time
Lauren Burton,18,Logroño,False,Vocational Training,False,Education,Electrician Assistant,GlobalBiz,Barcelona,€1300-1500,Part-time
David Hardy,25,Barcelona,False,High School,True,Graphic Design,Teacher Assistant,GlobalBiz,Logroño,€1300-1500,Full-time
Michael Mills,23,Bilbao,False,High School,False,Marketing,Sales Assistant,GlobalBiz,Bilbao,€1300-1500,Part-time
Randy Johnson,24,Zaragoza,True,Bachelor,False,Marketing,Graphic Designer,DesignHub,Logroño,€1100-1300,Part-time
Alexis Rodriguez,20,Bilbao,True,Master,False,Marketing,Junior Developer,TechSolutions,Sevilla,€1300-1500,Full-time
Leah Fox,19,Valencia,False,Master,True,Nursing,Teacher Assistant,DesignHub,Zaragoza,€1100-1300,Full-time
Jeremy Mason,23,Logroño,True,Vocational Training,True,Tourism,Receptionist,DesignHub,Barcelona,€1300-1500,Internship
Reginald Lynch,20,Bilbao,False,Master,False,Education,Data Analyst,DesignHub,Logroño,€900-1100,Internship
Daniel Gardner,19,Bilbao,True,Master,True,Electrical Engineering,Sales Assistant,DesignHub,Logroño,€1300-1500,Part-time
Heather Ellis,23,Logroño,True,Master,False,Business Administration,Junior Developer,GlobalBiz,Zaragoza,€1300-1500,Part-time
Heather Evans,22,Logroño,True,High School,False,Marketing,Sales Assistant,DesignHub,Valencia,€900-1100,Full-time
William Meyer,21,Logroño,False,Vocational Training,False,Marketing,Sales Assistant,MediCare,Logroño,€1100-1300,Full-time
James Johnson,19,Sevilla,False,Vocational Training,True,Marketing,Sales Assistant,GlobalBiz,Logroño,€1100-1300,Full-time
Stephanie Goodwin,25,Bilbao,True,High School,True,Tourism,Receptionist,TravelX,Zaragoza,€1100-1300,Internship
Paul Lane,22,Logroño,True,High School,True,Electrical Engineering,Data Analyst,MediCare,Madrid,€900-1100,Part-time
Jose Hicks,24,Logroño,True,Bachelor,False,Graphic Design,Graphic Designer,TravelX,Zaragoza,€1300-1500,Internship
Shannon Nunez,18,Barcelona,False,Master,False,Nursing,Graphic Designer,InnovaCorp,Logroño,€1300-1500,Full-time
Joe Howard,23,Logroño,False,Vocational Training,True,Electrical Engineering,Electrician Assistant,TravelX,Logroño,€1300-1500,Part-time
Kim Ford,25,Bilbao,True,High School,True,Electrical Engineering,Sales Assistant,GlobalBiz,Barcelona,€900-1100,Part-time
Paul Roberts,19,Zaragoza,True,Vocational Training,True,Education,Electrician Assistant,InnovaCorp,Zaragoza,€900-1100,Part-time
Ms. Erica Pittman,25,Sevilla,True,High School,False,Graphic Design,Sales Assistant,TravelX,Sevilla,€1100-1300,Full-time
Rachel Scott,21,Madrid,False,Vocational Training,False,Electrical Engineering,Electrician Assistant,MediCare,Zaragoza,€1300-1500,Full-time
Mr. Michael Jimenez,20,Barcelona,False,High School,True,Computer Science,Junior Developer,DesignHub,Bilbao,€900-1100,Part-time
Kevin Thompson,18,Zaragoza,True,Vocational Training,False,Education,Electrician Assistant,DesignHub,Bilbao,€1300-1500,Part-time
Stacie Edwards,24,Sevilla,True,Vocational Training,True,Computer Science,Junior Developer,GlobalBiz,Bilbao,€1100-1300,Full-time
James Sanders,20,Bilbao,False,Master,False,Nursing,Receptionist,DesignHub,Barcelona,€1300-1500,Part-time
Donna Perez,23,Logroño,False,High School,False,Nursing,Nurse Assistant,MediCare,Valencia,€1100-1300,Internship
Julia Campbell,24,Logroño,False,Master,False,Tourism,Data Analyst,TravelX,Bilbao,€900-1100,Full-time
Kevin Walters,19,Sevilla,False,Master,False,Electrical Engineering,Junior Developer,TechSolutions,Barcelona,€1100-1300,Part-time
Brett Serrano,20,Sevilla,True,Vocational Training,True,Marketing,Sales Assistant,TravelX,Barcelona,€900-1100,Internship
Andrea Holt,20,Barcelona,False,Master,False,Tourism,Graphic Designer,InnovaCorp,Barcelona,€900-1100,Full-time
Robyn Henry,18,Logroño,False,Master,False,Computer Science,Marketing Intern,GlobalBiz,Madrid,€1100-1300,Full-time
Carl Shelton,23,Sevilla,False,Vocational Training,True,Nursing,Nurse Assistant,GlobalBiz,Madrid,€900-1100,Part-time
Samantha Kent,21,Logroño,False,Master,True,Computer Science,Data Analyst,MediCare,Logroño,€1100-1300,Full-time
Chelsea Alexander,21,Sevilla,True,Vocational Training,True,Electrical Engineering,Junior Developer,GlobalBiz,Barcelona,€900-1100,Full-time
Justin Preston,23,Barcelona,False,Master,True,Education,Teacher Assistant,InnovaCorp,Sevilla,€1300-1500,Internship
Henry Williams,20,Madrid,True,Bachelor,True,Business Administration,Data Analyst,DesignHub,Sevilla,€1300-1500,Full-time
Richard Rodriguez,18,Logroño,True,High School,False,Marketing,Sales Assistant,TechSolutions,Barcelona,€1300-1500,Part-time
David Jenkins,18,Barcelona,True,Bachelor,True,Mechanical Engineering,Data Analyst,DesignHub,Logroño,€1300-1500,Full-time
Brett Rush,21,Logroño,True,Bachelor,False,Graphic Design,Graphic Designer,GlobalBiz,Logroño,€1100-1300,Full-time
Laura Stewart,18,Sevilla,True,Bachelor,False,Mechanical Engineering,Teacher Assistant,TravelX,Zaragoza,€1300-1500,Full-time
Glenda Ortega,23,Bilbao,False,High School,False,Graphic Design,Electrician Assistant,TechSolutions,Logroño,€1300-1500,Part-time
Ruth Howard,22,Valencia,True,Bachelor,False,Nursing,Nurse Assistant,GlobalBiz,Sevilla,€1300-1500,Full-time
Michael Cook,21,Valencia,True,Master,True,Graphic Design,Nurse Assistant,InnovaCorp,Logroño,€900-1100,Full-time
Melinda Johnson,25,Bilbao,False,Vocational Training,False,Education,Teacher Assistant,InnovaCorp,Valencia,€1300-1500,Internship
Nancy Griffin,21,Sevilla,False,High School,True,Law,Electrician Assistant,InnovaCorp,Logroño,€900-1100,Internship
Jessica Weaver,23,Madrid,False,High School,True,Marketing,Sales Assistant,GlobalBiz,Zaragoza,€1100-1300,Internship
Sherry Berry,18,Sevilla,False,Vocational Training,False,Computer Science,Receptionist,DesignHub,Logroño,€1300-1500,Part-time
Ashley Wallace,18,Valencia,False,Master,False,Mechanical Engineering,Receptionist,MediCare,Madrid,€1100-1300,Full-time
Sarah Knox,24,Bilbao,False,Vocational Training,True,Education,Teacher Assistant,TechSolutions,Logroño,€900-1100,Internship
Gabriel Cook,23,Zaragoza,False,Vocational Training,False,Marketing,Sales Assistant,InnovaCorp,Barcelona,€900-1100,Part-time
Michael Gray,23,Valencia,True,Master,True,Electrical Engineering,Teacher Assistant,DesignHub,Sevilla,€900-1100,Full-time
Elizabeth Hardy,22,Barcelona,False,Bachelor,False,Computer Science,Nurse Assistant,DesignHub,Valencia,€1100-1300,Part-time
Gina Porter,24,Sevilla,True,Bachelor,True,Business Administration,HR Assistant,MediCare,Barcelona,€900-1100,Internship
Dawn Green,20,Logroño,False,High School,True,Marketing,Sales Assistant,MediCare,Logroño,€1100-1300,Internship
Courtney Miranda,20,Barcelona,True,Bachelor,False,Electrical Engineering,Sales Assistant,DesignHub,Barcelona,€1100-1300,Full-time
William Maldonado,25,Madrid,False,Bachelor,True,Law,HR Assistant,TechSolutions,Zaragoza,€900-1100,Full-time
Kristin Thomas,19,Bilbao,False,High School,True,Nursing,Receptionist,DesignHub,Logroño,€900-1100,Full-time
Sandra Ruiz,25,Valencia,False,Vocational Training,True,Graphic Design,Graphic Designer,TravelX,Bilbao,€1300-1500,Full-time
Virginia Keller,21,Valencia,False,Master,False,Law,Data Analyst,MediCare,Sevilla,€900-1100,Full-time
Jacob Ryan,18,Sevilla,False,Vocational Training,False,Business Administration,Sales Assistant,DesignHub,Bilbao,€900-1100,Internship
Paul Lloyd,22,Logroño,False,Bachelor,False,Mechanical Engineering,Receptionist,MediCare,Bilbao,€1100-1300,Part-time
Rebecca Walker,25,Sevilla,True,Vocational Training,True,Education,Nurse Assistant,InnovaCorp,Bilbao,€1300-1500,Internship
Sandra Hill,23,Madrid,True,Master,False,Tourism,Graphic Designer,TravelX,Zaragoza,€1100-1300,Full-time
Jessica Henderson,25,Bilbao,True,Master,True,Law,Graphic Designer,GlobalBiz,Barcelona,€1100-1300,Part-time
Misty Myers,18,Barcelona,True,Master,False,Law,Receptionist,InnovaCorp,Logroño,€1100-1300,Internship
Katherine Martinez,20,Zaragoza,False,Vocational Training,True,Education,HR Assistant,MediCare,Zaragoza,€1300-1500,Full-time
Ashley King,20,Zaragoza,True,Bachelor,True,Nursing,Nurse Assistant,GlobalBiz,Bilbao,€1100-1300,Full-time
Sara Rojas,23,Zaragoza,True,Vocational Training,True,Marketing,Sales Assistant,MediCare,Madrid,€900-1100,Full-time
Jessica Bailey,25,Bilbao,True,High School,True,Education,Marketing Intern,GlobalBiz,Zaragoza,€1100-1300,Part-time
Brandon Williams,22,Valencia,True,Master,False,Computer Science,Marketing Intern,MediCare,Sevilla,€1100-1300,Part-time
Nicole Petersen,22,Madrid,True,Master,False,Law,Receptionist,TechSolutions,Barcelona,€900-1100,Internship
William Suarez,23,Zaragoza,False,High School,True,Law,Nurse Assistant,GlobalBiz,Bilbao,€1100-1300,Full-time
Kevin Chavez,19,Madrid,False,High School,True,Nursing,Electrician Assistant,TravelX,Barcelona,€900-1100,Internship
Christopher Dyer,23,Madrid,True,Vocational Training,False,Graphic Design,Graphic Designer,TravelX,Valencia,€1100-1300,Full-time
Michael Taylor,18,Valencia,False,High School,True,Law,Marketing Intern,TravelX,Madrid,€900-1100,Internship
Christopher Barrett,19,Zaragoza,False,Vocational Training,False,Tourism,Data Analyst,TravelX,Madrid,€1100-1300,Full-time
Allison Kennedy,18,Valencia,True,Master,True,Law,Marketing Intern,MediCare,Logroño,€1300-1500,Part-time
James Larson,18,Bilbao,True,Bachelor,False,Business Administration,Teacher Assistant,InnovaCorp,Zaragoza,€1300-1500,Part-time
David Walker,25,Madrid,False,High School,False,Electrical Engineering,Junior Developer,TravelX,Madrid,€1300-1500,Part-time
William Moore,20,Logroño,False,Vocational Training,True,Education,Junior Developer,MediCare,Logroño,€900-1100,Full-time
John Scott,24,Barcelona,True,High School,True,Law,Sales Assistant,TechSolutions,Zaragoza,€900-1100,Part-time
Jennifer Manning DVM,23,Bilbao,False,Vocational Training,True,Computer Science,Junior Developer,DesignHub,Madrid,€900-1100,Part-time
Phillip Huynh,19,Bilbao,False,Master,False,Tourism,Receptionist,InnovaCorp,Logroño,€1100-1300,Part-time
Karen Smith,18,Madrid,True,Master,False,Business Administration,Receptionist,DesignHub,Barcelona,€1300-1500,Internship
Stephanie Morrison,21,Zaragoza,False,High School,False,Law,Data Analyst,MediCare,Valencia,€1100-1300,Full-time
Robert Campbell,19,Bilbao,False,Vocational Training,True,Business Administration,Sales Assistant,DesignHub,Madrid,€1300-1500,Internship
Martin Kim,19,Zaragoza,True,Vocational Training,True,Law,Marketing Intern,TechSolutions,Barcelona,€1100-1300,Part-time
Brian Miranda,25,Zaragoza,True,Vocational Training,True,Graphic Design,Graphic Designer,TechSolutions,Zaragoza,€1100-1300,Full-time
Erica King,23,Bilbao,False,Master,True,Computer Science,Data Analyst,TravelX,Zaragoza,€1100-1300,Full-time
Shelia Briggs,18,Valencia,True,Bachelor,False,Computer Science,Data Analyst,TechSolutions,Barcelona,€900-1100,Internship
Robin Howard,24,Zaragoza,False,High School,True,Graphic Design,Data Analyst,DesignHub,Bilbao,€900-1100,Part-time
Alejandro Suarez,22,Logroño,True,Master,True,Education,Teacher Assistant,TechSolutions,Valencia,€900-1100,Full-time
Joe Howe,21,Valencia,False,Bachelor,False,Law,HR Assistant,TravelX,Valencia,€900-1100,Part-time
Kimberly Rhodes,18,Zaragoza,True,Bachelor,True,Graphic Design,Graphic Designer,GlobalBiz,Valencia,€1100-1300,Part-time
Nicholas Ramirez,21,Valencia,True,Bachelor,True,Electrical Engineering,Junior Developer,TechSolutions,Valencia,€900-1100,Full-time
Nicholas Higgins,18,Zaragoza,False,Bachelor,False,Electrical Engineering,Receptionist,InnovaCorp,Valencia,€900-1100,Full-time
Chase Russo,22,Bilbao,True,Master,False,Graphic Design,Teacher Assistant,GlobalBiz,Barcelona,€900-1100,Internship
Andrew Gray,24,Bilbao,False,Bachelor,False,Marketing,Data Analyst,MediCare,Valencia,€1300-1500,Full-time
Andrew Donovan,24,Zaragoza,False,Bachelor,True,Marketing,Marketing Intern,TravelX,Zaragoza,€1100-1300,Part-time
Michelle Andrews,19,Barcelona,False,High School,False,Graphic Design,Receptionist,TechSolutions,Zaragoza,€900-1100,Part-time
Kayla Lopez,20,Bilbao,False,Bachelor,False,Education,Graphic Designer,DesignHub,Madrid,€900-1100,Part-time
Manuel Garza,23,Logroño,False,Master,True,Electrical Engineering,HR Assistant,TechSolutions,Barcelona,€900-1100,Part-time
Amanda Schroeder,25,Logroño,True,Vocational Training,True,Business Administration,Receptionist,InnovaCorp,Valencia,€900-1100,Internship
Patricia Cabrera,23,Zaragoza,True,Vocational Training,False,Graphic Design,Graphic Designer,TravelX,Valencia,€1300-1500,Full-time
John Joseph,22,Barcelona,True,Master,True,Electrical Engineering,Nurse Assistant,TechSolutions,Valencia,€900-1100,Internship
Jonathan Pope,23,Zaragoza,True,Vocational Training,False,Mechanical Engineering,Marketing Intern,DesignHub,Madrid,€1300-1500,Part-time
Brenda Harrington,23,Bilbao,True,Master,True,Tourism,HR Assistant,DesignHub,Barcelona,€900-1100,Internship
George Garcia,20,Madrid,True,High School,True,Law,Teacher Assistant,GlobalBiz,Valencia,€1300-1500,Internship
James Jones,19,Zaragoza,True,Bachelor,True,Nursing,Nurse Assistant,TravelX,Barcelona,€1100-1300,Full-time
Erik Rogers,21,Zaragoza,True,Master,False,Law,HR Assistant,TechSolutions,Zaragoza,€900-1100,Internship
Tiffany Dean,19,Madrid,True,Master,True,Mechanical Engineering,Graphic Designer,TravelX,Bilbao,€1300-1500,Full-time
Christopher Holland,19,Zaragoza,False,High School,True,Computer Science,Sales Assistant,GlobalBiz,Barcelona,€1100-1300,Part-time
John Carter,25,Valencia,False,Master,True,Tourism,Graphic Designer,GlobalBiz,Zaragoza,€1100-1300,Internship
Miss Holly Wright MD,24,Bilbao,True,Vocational Training,False,Education,Marketing Intern,DesignHub,Zaragoza,€1100-1300,Full-time
Allison Lewis,20,Logroño,True,Bachelor,False,Nursing,Nurse Assistant,DesignHub,Valencia,€900-1100,Part-time
Mrs. Carol Johnson DDS,19,Logroño,True,High School,False,Education,Electrician Assistant,TechSolutions,Valencia,€900-1100,Internship
Kelly Watkins,22,Bilbao,True,Bachelor,False,Mechanical Engineering,Electrician Assistant,MediCare,Barcelona,€900-1100,Part-time
Haley Coleman,25,Sevilla,False,Master,False,Graphic Design,Junior Developer,TravelX,Barcelona,€1300-1500,Full-time
Kimberly Turner,25,Sevilla,True,Bachelor,False,Education,Sales Assistant,TechSolutions,Logroño,€1100-1300,Part-time
Michelle Cross,21,Bilbao,False,High School,True,Graphic Design,Teacher Assistant,InnovaCorp,Madrid,€1100-1300,Full-time
Annette Ewing,20,Logroño,True,Master,True,Business Administration,Data Analyst,GlobalBiz,Logroño,€900-1100,Part-time
Kevin Summers,22,Madrid,False,Vocational Training,True,Business Administration,Sales Assistant,GlobalBiz,Valencia,€1100-1300,Internship
Sarah Kemp,24,Valencia,False,Bachelor,False,Electrical Engineering,Marketing Intern,InnovaCorp,Madrid,€1300-1500,Full-time
Rachel Kennedy,25,Barcelona,True,High School,True,Tourism,Receptionist,GlobalBiz,Zaragoza,€1300-1500,Part-time
Anita Garcia,20,Madrid,True,Master,False,Computer Science,Junior Developer,DesignHub,Barcelona,€1300-1500,Part-time
Sheri Smith,21,Bilbao,False,Bachelor,False,Law,Nurse Assistant,DesignHub,Logroño,€1300-1500,Full-time
Raymond Stephenson,23,Bilbao,True,Master,True,Education,Teacher Assistant,TravelX,Sevilla,€900-1100,Full-time
Jose Landry,20,Bilbao,True,High School,False,Law,Graphic Designer,TravelX,Valencia,€900-1100,Part-time
Jeffrey Giles,24,Valencia,True,Vocational Training,True,Electrical Engineering,Junior Developer,InnovaCorp,Madrid,€900-1100,Internship
Steven Davis,20,Bilbao,True,Vocational Training,False,Nursing,Nurse Assistant,TechSolutions,Valencia,€1100-1300,Internship
Jennifer Austin,19,Bilbao,False,Bachelor,True,Graphic Design,Graphic Designer,MediCare,Sevilla,€1300-1500,Part-time
Kevin Silva,22,Barcelona,False,High School,False,Computer Science,Receptionist,MediCare,Zaragoza,€1100-1300,Part-time
Ralph Collins,18,Logroño,True,High School,False,Graphic Design,Sales Assistant,TravelX,Zaragoza,€900-1100,Internship
Melissa Davis,20,Zaragoza,True,Vocational Training,True,Law,Electrician Assistant,MediCare,Zaragoza,€1300-1500,Internship
Billy Murray,25,Sevilla,False,Bachelor,False,Marketing,Marketing Intern,TravelX,Barcelona,€900-1100,Internship
Lindsay Cooper,22,Barcelona,True,Bachelor,False,Law,Receptionist,MediCare,Logroño,€1100-1300,Internship
Anne Hart,22,Barcelona,True,Bachelor,True,Business Administration,Marketing Intern,DesignHub,Valencia,€900-1100,Part-time
James Bennett,22,Logroño,False,High School,True,Education,Receptionist,GlobalBiz,Madrid,€900-1100,Part-time
Evan Williams,20,Logroño,True,High School,True,Graphic Design,Graphic Designer,TravelX,Logroño,€900-1100,Part-time
Jerry Harper DDS,18,Valencia,True,Bachelor,True,Graphic Design,Graphic Designer,DesignHub,Sevilla,€1300-1500,Part-time
